property_id,property_name,past_uses,property_highlights,city
96361,Curtis Garage,NA,"This property is located on a main highway on the northern side of the Town of Ashland. The property is located immediately adjacent to the Maine Snowmobile Association MSA snowmobile trail and would be an ideal location for a snowmobile clubhouse, which the Town of Ashland currently does not have. Former Use: The Site is developed with three structures, including a single-story residence, two-story building with a large attached garage, and single-story detached garage. The property was historically operated as a maintenance garage since the late 1940s, primarily for starter and alternator rebuilding. Gasoline was reportedly sold at the Site, likely in the 1960s and 1970s, with two underground storage tanks (USTs) and pump island. The garages have been utilized by a building contractor for material storage since 2003. The residence is unoccupied and all structures are in poor repair.",Ashland
98001,Worumbo Mill,NA,"The Site is the location of the former Worumbo Mill, which was demolished in 2016. The Site is currently vacant, except for a remnant parking area, building slab, and vegetated riverfront land. The mill complex formerly extended east/southeast along the riverfront into several other parcels. A large mill was formerly located on the parcel which was demolished. Portions of the mill buildings in the area were also destroyed during a 1987 fire and the residues were located to portions of the site. Former Use: The former Worumbo Mill complex consisted of several properties along Canal Street. the focus of the assessment for this project is 1 Canal Street. The Site is considered to be a portion of the former Worumbo Mill which was demolished in 2016. The site is currently vacant, except for a remnant parking area, building slab, a wooded area used as a building dump (in the 1980s/1990's), and vegetated riverfront land. The site is owned by the holdings of Miller Industries, Inc. The Worumbo Manufacturing company owned the site from 1864-1959 when it was transferred to JP Stevens, then the Lisbon Development Corp, and then to Max Miller Co. in 1977 to present. The Mill was used for textile and woolen mill operations.",Lisbon
98002,Windmill Hill,"Commercial
","This site has been redeveloped as an office for the owner's electrical contracting buisness. A portion of the property is also reneted for storage and parking lot space is rented to students a the nearby Maine Maritime Academy.

Former Use: This property has operated as a gas station and garage since the 1950's.",Castine
98003,Quinn's Auto Repair,"Commercial
",Former Use: This site operated as a gasoline station and repair facility from the 1940's until 2007.,Hermon
100381,Millyard Roadway ROW- International Woolen Company,"Industrial
","The assessment grant supported the construction of a roadway through the former International Woolen property.

Former Use: The property is currently privately owned by REGCO, Inc., Mario Frati and is part of the former International Woolen Company IWC. The property assessed under this CA is located on a portion of the IWC property and is referred to as the IWC ROW roadway.",Sanford
100901,Former Manchester Fire Dept.,NA,"once building is removed property will become a pocket park with a proposed gazabo for support as a Town gathering point

Former Use: The Building is currently and has historically been used as a Fire Department Building housing fire trucks, a small recreational room, and other rooms.",Manchester
103443,McLean's,"Greenspace
, Industrial
","This site interested the City because of the significant footage along the Androscoggin River with recreation potential, and because City involvement may have assisted the owner with improved quality of life and safe housing. Three days after the final visit by the QEP a fire occurred at the site, involving tires and miscellaneous stored materials. A subsequent visit by City staff made it clear that the owner no longer wished to participate in the program.

Former Use: Little is known of the uses of the site prior to 1988 when it was Twin Town Rendering Co. and White Fawn Trading Post. In 1988 it became a residence and auto repair and rental facility. The property has been converted to a storage/junk yard since that date.",Auburn
104841,144 Montello Street,"Residential
",NA,Lewiston
104921,27 Robinson Street Site,"Commercial
",Former Use: Site has been location of a automotive repair and gasoline sales facility for approximately 80 years.,South Portland
105001,Camden Yarns Mill,"Industrial
","Former woolen mill being renovated into a Museum of the history of the people of Lewiston and Auburn.

Former Use: Two story brick building formerly used for textile manufacturing.",Lewiston
105081,Sammis Property,"Greenspace
, Industrial
","Former Use: A small portion of the property has been utilized as a ""hobby size"" railroad engine restoration facility, the majority is undeveloped grean space.",Hancock
105082,Former High School,"Commercial
",NA,Lisbon
105102,Giasson Junkyard,NA,The property has been utilized as a junkyard and residence for the junkyard operator since 1956.,Auburn
105464,Western Maine Development Group,NA,"This site has been recommended for submission to Maine DEP’s Voluntary Response Action Program VRAP and has excellent potential for redevelopment. The property currently houses a number of thriving businesses and is an attractive site for a variety of commercial/industrial uses. On September 20, 2012 we conducted a community outreach meeting to approximately 60 business representatives at the Farmington, Maine Rotary Club. During the meeting the topics discussed were related to an introduction to the Brownfield Program and AVCOG’s efforts to date to identify sites, assess the sites, and market the sites to prospective new owners. As of January 2014 Western Maine Development has been successful in attracting 4 thriving businesses as tenants. Initially there were two call centers in the building. One of the centers closed which opened up space for the second call center to expand. That business recently created 200 jobs with an announced expansion for another 200 within 2 years. The building complex also includes; Jarden Plastic Solutions, an industry leading producer of retail plastic cutlery; Upright works, a company specializing in ultra-insulated framing system for new construction and weatherization for existing structures; and an inside storage area for recreational vehicles. Additionally Central Maine Motorcycle School leases space in the parking area for motorcycle licensing classes.

Former Use: The subject property is the former location of Bass shoe manufacturing.",Wilton
