SITE NUMBER,SITE NAME,SITE ALIAS,STREET ADDRESS,TOWN,COUNTY,PROGRAM,AREA-ACRES,IC CONTROLS,STATUS,SUBSTATUS,STATUS DATE,LATITUDE,LONGITUDE,x,y
REM00975,PENOBSCOT POULTRY,,CROSS & FRONT STREETS,BELFAST,WALDO,VRAP,2.73,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/22/2020,44.42689294,-69.00273663,-69.00273662999996,44.42689294000007
REM00976,TOURMALINE PROPERTY,"MBNA, HUTCHINS CENTER UMO",80 BELMONT AVENUE (ROUTE 3),BELFAST,WALDO,VRAP,5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/11/1999,44.41921286,-69.03551115,-69.03551114999993,44.41921286000007
REM00979,CHRISTY'S #315,,66 ALFRED STREET,BIDDEFORD,YORK,VRAP,0.25,TRUE,TRANSFERRED TO OTHER DIVISION,OIL,4/28/2016,43.49161033,-70.45574017,-70.45574016999996,43.49161033000007
REM00980,FLOTATION TECHNOLOGY,,27 LANDRY STREET,BIDDEFORD,YORK,VRAP,3,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/4/2003,43.46573747,-70.48308537,-70.48308536999997,43.46573747000008
REM00981,SAPERIO OIL,,100 ALFRED STREET,BIDDEFORD,YORK,VRAP,1.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/16/2001,43.49103374,-70.45611898,-70.45611897999999,43.491033740000034
REM00982,T.J.'S PIZZA,,366 ELM ST.,BIDDEFORD,YORK,VRAP,0.5,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,4/18/1996,43.484168,-70.470416,-70.47041599999994,43.48416800000007
REM00984,HARBORSIDE RESTAURANT,,WILSON STREET & SOUTH MAIN STREET,BREWER,PENOBSCOT,VRAP,2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/17/2001,44.79474044,-68.76691473,-68.76691472999994,44.794740440000055
REM00988,SAMOSET RESTAURANT,,ROUTE 130,BRISTOL,LINCOLN,VRAP,,TRUE,TRANSFERRED TO OTHER DIVISION,OTHER,2/18/2020,43.87983896,-69.5004823,-69.50048229999999,43.87983896000003
REM00989,BPD RANGE,,WATER STREET (BIKE PATH),BRUNSWICK,CUMBERLAND,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/21/2001,43.9209,-69.954135,-69.95413499999995,43.920900000000074
REM00990,CHRISTY'S #332,,152 MAINE STREET,BRUNSWICK,CUMBERLAND,VRAP,0.36,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/2/1999,43.9143903,-69.96495597,-69.96495596999995,43.914390300000036
REM00992,FORMER IRVING SERVICE STATION,,156 PLEASANT STREET,BRUNSWICK,CUMBERLAND,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/4/2002,43.91268731,-69.98688688,-69.98688687999999,43.91268731000008
REM00993,LAWN & LEISURE BUILDING,,329 BATH ROAD,BRUNSWICK,CUMBERLAND,VRAP,5.09,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/19/2015,43.913251,-69.892015,-69.89201499999996,43.91325100000006
REM00995,BUCKSPORT APARTMENTS,,MIDDLE STREET EXTENSION,BUCKSPORT,HANCOCK,VRAP,12.17,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/2/2001,44.57664347,-68.79724917,-68.79724916999999,44.57664347000008
REM00996,BUCKSPORT NORTH,SPRAGUE TERMINAL,ROUTE 15,BUCKSPORT,HANCOCK,VRAP,38.3,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),3/27/2007,44.59092496,-68.81226857,-68.81226856999996,44.59092496000005
REM00998,KALLOCH FUEL SERVICE,,54 LIMEROCK STREET,CAMDEN,KNOX,VRAP,1.15,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/16/2002,44.199983,-69.067675,-69.06767499999995,44.19998300000003
REM00999,KNOWLTON FOUNDRY,MBNA,51 MECHANIC STREET,CAMDEN,KNOX,VRAP,2.25,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/7/2023,44.20930332,-69.07020743,-69.07020742999998,44.20930332000006
REM01000,"MOSS, INC.",,18 MT. BATTIE ROAD,CAMDEN,KNOX,VRAP,1.8,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/12/1996,44.21918403,-69.07903894,-69.07903893999998,44.219184030000065
REM01002,POND COVE SHOPPING CENTER,FRESH LOOK,327-329 OCEAN HOUSE ROAD,CAPE ELIZABETH,CUMBERLAND,VRAP,2.49,TRUE,REMEDIATION STAGE,ONGOING,9/12/2018,43.593695,-70.227438,-70.22743799999995,43.593695000000025
REM01003,"CHADWICK-BAROSS, INC.",,314 MAIN STREET,CARIBOU,AROOSTOOK,VRAP,3,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/12/2000,46.83219887,-68.010396,-68.01039599999996,46.83219887000007
REM01004,L.B. CARTER BULK PLANT,,RIVER ROAD,CARIBOU,AROOSTOOK,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/8/2015,46.85473835,-68.00023832,-68.00023831999994,46.85473835000005
REM01006,PAUL BATES' SUBARU,,109 BENNETT ROAD,CARIBOU,AROOSTOOK,VRAP,0.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/5/2002,46.868478,-68.003807,-68.00380699999994,46.86847800000004
REM01007,DUNTON FARM,,COOK ROAD,CARMEL,PENOBSCOT,VRAP,19,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/12/2001,44.77905069,-69.06195766,-69.06195765999996,44.779050690000076
REM01009,STONE PROPERTY,,ROUTE 121 LEACH HILL ROAD,CASCO,CUMBERLAND,VRAP,1.11,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/5/1997,44.00345472,-70.5220352,-70.52203519999995,44.003454720000036
REM01011,ROGERS BROTHERS FARMS,,MUTTON LANE ROAD,CLINTON,KENNEBEC,VRAP,23.5,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/12/2001,44.690496,-69.488154,-69.48815399999995,44.69049600000005
REM01017,BODFISH-ELLIOTSVILLE PLANTATION,,ELLIOTSVILLE ROAD,ELLIOTTSVILLE TWP,PISCATAQUIS,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/2/1998,45.375659,-69.429901,-69.42990099999997,45.37565900000004
REM01022,FAIRFIELD PUFFIN STOP,,95 MAIN STREET,FAIRFIELD,SOMERSET,VRAP,0.53,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/1/2001,44.583853,-69.599307,-69.59930699999995,44.58385300000003
REM01023,BILL DODGE OLDS,FALMOUTH VILLAGE CENTER,240 U.S. ROUTE 1,FALMOUTH,CUMBERLAND,VRAP,1.9,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/12/2001,43.723139,-70.233209,-70.23320899999999,43.72313900000006
REM01024,DAVIS MOTEL,ACCENT CLEANERS,209-211 US ROUTE 1,FALMOUTH,CUMBERLAND,VRAP,2.76,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2/9/2022,43.718015,-70.232828,-70.23282799999998,43.71801500000004
REM01025,C & R REALTY TRUST,,ROUTES 2 & 4 (WILTON ROAD),FARMINGTON,FRANKLIN,VRAP,5.88,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/15/2000,44.63898697,-70.15357097,-70.15357096999998,44.638986970000076
REM01030,NUTRITE CORP,,52 MCSHEA SIDING,FORT FAIRFIELD,AROOSTOOK,VRAP,0.56,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/31/1999,46.76073962,-67.85322154,-67.85322153999994,46.76073962000004
REM01031,SOUCY'S ECONOMAT,,67 EAST MAIN STREET,FORT KENT,AROOSTOOK,VRAP,6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,7/6/1999,47.25739615,-68.59081543,-68.59081542999996,47.257396150000034
REM01034,WALLACE'S MARKET,,MAIN STREET,FRIENDSHIP,KNOX,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/30/1996,43.98325238,-69.33478469,-69.33478468999994,43.98325238000007
REM01035,CARTECH CORP.,CARPENTER TECHNOLOGY CORPORATION,ROUTE 113,FRYEBURG,OXFORD,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/2/1995,44.011186,-70.960559,-70.96055899999993,44.011186000000066
REM01038,H-PIT EXPANSION,,30 GAMBO ROAD,GORHAM,CUMBERLAND,VRAP,25,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/6/2002,43.74541114,-70.4458961,-70.44589609999997,43.745411140000044
REM01040,MADJERAC PROPERTY,,45 HUTCHERSON DRIVE,GORHAM,CUMBERLAND,VRAP,2.9,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/20/1996,43.68337911,-70.39492225,-70.39492224999998,43.68337911000003
REM01041,NICHOLS MOTOR,,97 SHAKER ROAD,GRAY,CUMBERLAND,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/30/1995,43.897224,-70.343296,-70.34329599999995,43.89722400000005
REM01046,41 BANGOR STREET,,41 BANGOR STREET,HOULTON,AROOSTOOK,VRAP,0.88,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/21/2016,46.1251239,-67.84186262,-67.84186261999997,46.12512390000006
REM01048,NUTRITE,,ROUTE 2A,HOULTON,AROOSTOOK,VRAP,31,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/2/1999,46.12338,-67.826836,-67.82683599999996,46.123380000000054
REM01051,MDOT SURPLUS PROPERTY,,POND ROAD,ISLESBORO,WALDO,VRAP,2.7,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/13/2002,44.36659319,-68.89520261,-68.89520260999996,44.36659319000006
REM01054,JACKMAN STATION RAILYARD,,MAIN STREET (ROUTE 201),JACKMAN,SOMERSET,VRAP,3.9,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/2/2001,45.623671,-70.251599,-70.25159899999994,45.62367100000006
REM01055,MARINER FORD,,36 PORTLAND ROAD,KENNEBUNK,YORK,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/7/2002,43.39322232,-70.5337924,-70.53379239999998,43.39322232000006
REM01057,BADGERS ISLAND MARINA,,27 BADGERS ISLAND WEST,KITTERY,YORK,VRAP,0.7,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/22/2001,43.082129,-70.755157,-70.75515699999994,43.082129000000066
REM01058,BEST AUTOMOTIVE,MAINE MEAT,5 WHIPPLE ROAD,KITTERY,YORK,VRAP,0.65,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/1/2024,43.088877,-70.740569,-70.74056899999994,43.088877000000025
REM01062,SPARKLE SPOT,,ROUTE 1,KITTERY,YORK,VRAP,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/10/1996,43.087014,-70.749608,-70.74960799999997,43.08701400000007
REM01063,60 LINCOLN STREET,,60 LINCOLN STREET,LEWISTON,ANDROSCOGGIN,VRAP,0.2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/15/2015,44.095104,-70.220288,-70.22028799999998,44.09510400000005
REM01064,BATES MILL,,CANAL STREET,LEWISTON,ANDROSCOGGIN,VRAP,10,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/30/2003,44.094589,-70.218316,-70.21831599999996,44.09458900000004
REM01065,BERUBE'S AUTO CARE,,147-149 EAST AVENUE,LEWISTON,ANDROSCOGGIN,VRAP,0.51,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),10/3/2019,44.09368638,-70.19882017,-70.19882016999998,44.093686380000065
REM01066,LEW B. GAS,,47 RIVERSIDE STREET,LEWISTON,ANDROSCOGGIN,VRAP,3.86,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/15/2006,44.10838548,-70.21208034,-70.21208033999994,44.10838548000004
REM01067,MEDICINE SHOPPE,,373 SABATTUS STREET,LEWISTON,ANDROSCOGGIN,VRAP,0.3,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/15/2015,44.10076519,-70.19650403,-70.19650402999997,44.10076519000006
REM01068,"MODERN WOODCRAFTS, INC.",,55 HOLLAND STREET,LEWISTON,ANDROSCOGGIN,VRAP,4.06,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/7/2017,44.10476549,-70.21627716,-70.21627715999995,44.104765490000034
REM01072,RITE AID LINCOLN,DL & L CORP,2 WEST BROADWAY,LINCOLN,PENOBSCOT,VRAP,7,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/8/1997,45.36206013,-68.50486596,-68.50486595999996,45.36206013000003
REM01073,"R.H. FOSTER, INC.",,195 LISBON ROAD,LISBON,ANDROSCOGGIN,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/17/2003,44.03468725,-70.10734713,-70.10734712999994,44.03468725000005
REM01077,RIER MOTORS,,DUBLIN STREET & ROQUES BLUFF ROAD,MACHIAS,WASHINGTON,VRAP,2.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/2/2002,44.701288,-67.468433,-67.46843299999995,44.701288000000034
REM01079,NEW ENGLAND PUBLIC WAREHOUSE,,309 LEWISTON STREET,MECHANIC FALLS,ANDROSCOGGIN,VRAP,16.57,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/4/2003,44.10185922,-70.36407543,-70.36407542999996,44.10185922000005
REM01080,CHRISTY'S #354,,14 MAIN STREET,MILFORD,PENOBSCOT,VRAP,0.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/31/2007,44.94014336,-68.64186235,-68.64186234999994,44.940143360000036
REM01084,PINELAND CENTER,,ROUTE 231,NEW GLOUCESTER,CUMBERLAND,VRAP,300,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/8/2012,43.9017646,-70.25712306,-70.25712305999997,43.901764600000035
REM01086,BRADSTREET PROPERTY,,RIDGE ROAD,NEWPORT,PENOBSCOT,VRAP,77,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/12/2001,44.82061918,-69.25716013,-69.25716012999999,44.82061918000005
REM01087,NEWPORT RENTAL,,139 MAIN STREET,NEWPORT,PENOBSCOT,VRAP,0.3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/27/1997,44.83497,-69.275614,-69.27561399999996,44.834970000000055
REM01089,5 SACO AVENUE,,15 SACO AVENUE,OLD ORCHARD BEACH,YORK,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/27/1997,43.515889,-70.378315,-70.37831499999999,43.51588900000007
REM01090,CHRISTY'S #317,,219 SACO AVENUE,OLD ORCHARD BEACH,YORK,VRAP,0.64,TRUE,TRANSFERRED TO OTHER DIVISION,OIL,4/26/2016,43.50768592,-70.40801228,-70.40801227999998,43.50768592000003
REM01096,WYMAN'S STORE,,ROUTE 216,PHIPPSBURG,SAGADAHOC,VRAP,4,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/12/2002,43.72581325,-69.83754703,-69.83754702999994,43.725813250000044
REM01099,25 CASCO,,1 INDIA STREET,PORTLAND,CUMBERLAND,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,7/15/2015,43.65950144,-70.24824419,-70.24824418999998,43.65950144000004
REM01100,191 RIVERSIDE STREET,,191 RIVERSIDE STREET,PORTLAND,CUMBERLAND,VRAP,6.6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/5/1995,43.682848,-70.326569,-70.32656899999995,43.682848000000035
REM01101,ABF FREIGHT SYSTEMS,ABF SITE,328-372 RIVERSIDE INDUSTRIAL PARK,PORTLAND,CUMBERLAND,VRAP,4,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/15/1999,43.70959862,-70.30713717,-70.30713716999998,43.709598620000065
REM01102,BAYSIDE HOUSING(STONE STREET),,STONE STREET,PORTLAND,CUMBERLAND,VRAP,1,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),1/19/2020,43.66045611,-70.25882348,-70.25882347999993,43.66045611000004
REM01103,CARR BROS. SITE,,211-215 COMMERCIAL STREET,PORTLAND,CUMBERLAND,VRAP,0.11,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/10/1994,43.65553218,-70.25379017,-70.25379016999995,43.65553218000008
REM01104,CENTER STREET PARKING LOT,,45-71 CENTER ST.,PORTLAND,CUMBERLAND,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/28/1996,43.6555362,-70.25776045,-70.25776044999998,43.65553620000003
REM01105,CHRISTY'S #301,,704 CONGRESS STREET,PORTLAND,CUMBERLAND,VRAP,0.31,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/2/1999,43.65282133,-70.26845235,-70.26845234999996,43.65282133000005
REM01106,CHRISTY'S #310,,170 BRIGHTON AVENUE,PORTLAND,CUMBERLAND,VRAP,0.31,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/22/1998,43.663097,-70.284427,-70.28442699999994,43.66309700000005
REM01107,CHRISTY'S-FOREST AVENUE,,1917 FOREST AVENUE,PORTLAND,CUMBERLAND,VRAP,0.49,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,43.701132,-70.321104,-70.32110399999993,43.70113200000003
REM01108,CLAY DOCKS(PTC),,COMMERCIAL STREET,PORTLAND,CUMBERLAND,VRAP,5.74,TRUE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),10/3/2019,43.64376305,-70.26413697,-70.26413696999998,43.643763050000075
REM01109,"COACHWORKS, INC.",,DANFORTH/COMMERCIAL STREETS,PORTLAND,CUMBERLAND,VRAP,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/1/1995,43.64316451,-70.27747334,-70.27747333999997,43.64316451000008
REM01111,ECONOLODGE,MOTEL 6,1 RIVERSIDE STREET,PORTLAND,CUMBERLAND,VRAP,3,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/28/1994,43.67714,-70.328049,-70.32804899999996,43.677140000000065
REM01112,"FAMILY WORKSHOP, INC.",,207-217 CONGRESS ST.,PORTLAND,CUMBERLAND,VRAP,0.062,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/1/1995,43.66356334,-70.25094696,-70.25094695999996,43.66356334000005
REM01113,FORMER HOLDEN COMPANY,,75 BISHOP STREET,PORTLAND,CUMBERLAND,VRAP,1.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/11/1994,43.687533,-70.297342,-70.29734199999996,43.68753300000003
REM01114,H.P. HOOD FACILITY,,349 PARK AVENUE,PORTLAND,CUMBERLAND,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/4/1995,43.65617882,-70.28258605,-70.28258604999996,43.65617882000004
REM01115,HARCON CORPORATION,,110 ANDERSON ST.,PORTLAND,CUMBERLAND,VRAP,2.65,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/24/2008,43.66717927,-70.2565102,-70.25651019999998,43.66717927000008
REM01116,I-295 CONNECTOR,,I-295 CONNECTOR,PORTLAND,CUMBERLAND,VRAP,10.18,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/14/2005,43.64868082,-70.28347727,-70.28347726999993,43.64868082000004
REM01119,LONGFELLOW SQUARE BUILDING,,181-183 STATE STREET,PORTLAND,CUMBERLAND,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/16/1998,43.65299057,-70.26651027,-70.26651026999997,43.65299057000004
REM01122,MOBIL (BRIGHTON AVE.),,1200 BRIGHTON AVENUE,PORTLAND,CUMBERLAND,VRAP,0.43,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/5/2004,43.676721,-70.328777,-70.32877699999995,43.67672100000004
REM01123,MOODY PROPERTY,,108 ST. JOHN STREET,PORTLAND,CUMBERLAND,VRAP,0.38,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/28/1999,43.648551,-70.278813,-70.27881299999996,43.648551000000055
REM01378,NAVAL RESERVE CENTER,,COMMERCIAL STREET,PORTLAND,CUMBERLAND,FEDERAL FACILITIES,3.49,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/12/2011,43.6513649,-70.25602948,-70.25602947999994,43.65136490000003
REM01378,NAVAL RESERVE CENTER,,COMMERCIAL STREET,PORTLAND,CUMBERLAND,VRAP,3.49,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/12/2011,43.6513649,-70.25602948,-70.25602947999994,43.65136490000003
REM01129,PORTLAND TERMINAL CO.,,COMMERCIAL STREET,PORTLAND,CUMBERLAND,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/20/1997,43.64436809,-70.26564294,-70.26564293999996,43.64436809000006
REM01130,PROP HOUSING,,GRANT & MELLEN STREETS,PORTLAND,CUMBERLAND,VRAP,0.327,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),1/27/2021,43.656344,-70.270474,-70.27047399999998,43.65634400000005
REM01133,SAMPSON'S,,930 BRIGHTON AVENUE,PORTLAND,CUMBERLAND,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/20/1999,43.673454,-70.317227,-70.31722699999995,43.67345400000005
REM01136,U-HAUL MOVING CENTER,,411 MARGINAL WAY,PORTLAND,CUMBERLAND,VRAP,3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/24/2001,43.670774,-70.257631,-70.25763099999995,43.67077400000005
REM01140,XPEDX,,1 RICE STREET,PORTLAND,CUMBERLAND,VRAP,4.5,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/3/2001,43.70948553,-70.30486138,-70.30486137999998,43.70948553000005
REM01144,FORMER SEARS,,320 MAIN STREET,PRESQUE ISLE,AROOSTOOK,VRAP,2.3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/10/1997,46.67943085,-68.01446752,-68.01446751999998,46.679430850000074
REM01145,IFL NUTRITE,,825 NORTH MAIN STREET,PRESQUE ISLE,AROOSTOOK,VRAP,4.1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/29/1998,46.7011521,-68.0118296,-68.01182959999994,46.70115210000006
REM01148,THOMAS EQUIPMENT LTD.,B. DONALD INMAN,794 NORTH MAIN STREET,PRESQUE ISLE,AROOSTOOK,VRAP,1.4,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/21/2016,46.69882371,-68.01021089,-68.01021088999994,46.698823710000056
REM01149,NORTHEASTLAND HOTEL,,436 MAIN STREET,PRESQUE ISLE,AROOSTOOK,VRAP,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/13/2003,46.68077572,-68.01469216,-68.01469215999998,46.68077572000004
REM01150,51 PARK STREET,,51 PARK STREET,ROCKLAND,KNOX,VRAP,0.13,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),10/3/2019,44.10207736,-69.11246825,-69.11246824999995,44.10207736000007
REM01151,FISHER PLOW,,WATER & OCEAN STREETS,ROCKLAND,KNOX,VRAP,7.63,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/28/2007,44.099494,-69.10788071,-69.10788070999996,44.09949400000005
REM01152,LIME STREET SITE,,CORNER OF LIME ST. & TILLSON ST.,ROCKLAND,KNOX,VRAP,0.84,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/9/2007,44.10487934,-69.10606562,-69.10606561999998,44.104879340000025
REM01154,SPROUL'S DRY CLEANING,,58 PARK STREET,ROCKLAND,KNOX,VRAP,0.4,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/8/2018,44.1016958,-69.11289728,-69.11289727999997,44.10169580000007
REM01157,BINETTE PROPERTY,,103 NORTH STREET,SACO,YORK,VRAP,1.25,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/17/1995,43.504839,-70.445783,-70.44578299999995,43.50483900000006
REM01158,GERMAN AUTO SERVICES,,201 NORTH STREET,SACO,YORK,VRAP,4.36,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/1/1999,43.50875262,-70.44691396,-70.44691395999996,43.50875262000005
