city,site,name,address,IC,program,status_date,status,n_gdb,n_pdf
FRANKLIN,REM00124,FRANKLIN MUNICIPAL LANDFILL,RT 200,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
FREEDOM,REM00125,FREEDOM MUNICIPAL LANDFILL,BEAVER HILL RD/DUMP RD.,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
FREEPORT,REM00126,FREEPORT MUNICIPAL LANDFILL,POWNAL ROAD,YES, LANDFILL CLOSURE ,1990-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
FREEPORT,REM00127,FREEPORT MUNICIPAL LANDFILL -OLD,POWNAL RD,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
FREEPORT,REM00128,FREEPORT DEMO DEBRIS LANDFILL,POWNAL RD,NO, LANDFILL CLOSURE ,2004-07-31,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
FRENCHBORO,REM00129,FRENCHBORO MUNICIPAL LANDFILL,NEAR LUNT HARBOR,YES, LANDFILL CLOSURE ,1998-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
FRENCHTOWN TWP,REM00130,FRENCHTOWN MUNICIPAL LANDFILL,FRENCHTOWN RD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
FRENCHVILLE,REM00131,FRENCHVILLE MUNICIPAL LANDFILL,CLEVELAND AVE,YES, LANDFILL CLOSURE ,1982-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
FRIENDSHIP,REM00132,FRIENDSHIP MUNICIPAL LANDFILL,FINNTOWN RD,YES, LANDFILL CLOSURE ,1992-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
FRYEBURG,REM00133,FRYEBURG MUNICIPAL LANDFILL,OLD PORTER ROAD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
GARLAND,REM00134,GARLAND MUNICIPAL LANDFILL,OLIVER HILL ROAD,YES, LANDFILL CLOSURE ,2014-10-30,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GEORGETOWN,REM00135,GEORGETOWN MUNICIPAL LANDFILL,BAY POINT ROAD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
GILEAD,REM00136,GILEAD MUNICIPAL LANDFILL,RT 2,NO, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
GLENBURN,REM00137,GLENBURN MUNICIPAL LANDFILL,HUDSON ROAD/ROUTE 221,YES, LANDFILL CLOSURE ,2014-08-12,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GORHAM,REM00138,GORHAM MUNICIPAL LANDFILL,80 HUSTON RD,NO, LANDFILL CLOSURE ,1983-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
GORHAM,REM00139,GORHAM DEMO DEBRIS LANDFILL,80 HUSTON RD,NO, LANDFILL CLOSURE ,2023-02-27,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
GRAND ISLE,REM00140,GRAND ISLE MUNICIPAL LANDFILL,DOUCHETTE RD.,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GRAND LAKE STREAM PLT,REM00141,GRAND LAKE STREAM PLANTATION MUNICIPAL L MILFORD STREET,NA,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GRAY,REM00142,GRAY MUNICIPAL LANDFILL,SEAGULL DR/RT 26,YES, LANDFILL CLOSURE ,2020-10-15,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
GREENBUSH,REM00143,GREENBUSH MUNICIPAL LANDFILL,CARDVILLE ROAD,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GREENE,REM00144,GREENE MUNICIPAL LANDFILL,QUAKER RIDGE ROAD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
GREENFIELD TWP,REM00145,GREENFIELD MUNICIPAL LANDFILL,CROCKER TURN ROAD,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GREENVILLE,REM00146,GREENVILLE MUNICIPAL LANDFILL,SCAMMON ROAD,YES, LANDFILL CLOSURE ,2022-11-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GREENVILLE,REM00147,GREENVILLE MUNICIPAL LANDFILL -NEW,DYER RD,NO, LANDFILL CLOSURE ,2004-07-31,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
GREENWOOD,REM00148,GREENWOOD MUNICIPAL LANDFILL,RT 219,NO, LANDFILL CLOSURE ,1985-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
GREENWOOD,REM00149,GREENWOOD STUMP DUMP,RT 219 WEST PARIS ROA,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
PARKMAN,REM00150,GUILFORD MUNICIPAL LANDFILL,MCPHETRES RD/RT 150,NO, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HALLOWELL,REM00151,HALLOWELL MUNICIPAL LANDFILL,TOWN FARM RD,NO, LANDFILL CLOSURE ,1978-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
HAMPDEN,REM00152,HAMPDEN MUNICIPAL LANDFILL,BAKER ROAD,YES, LANDFILL CLOSURE ,1976-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HANCOCK,REM00153,HANCOCK MUNICIPAL LANDFILL,ROUTE 182,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HARMONY,REM00154,HARMONY MUNICIPAL LANDFILL,RT154/WELLINGTON RD.,NO, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HARPSWELL,REM00155,HARPSWELL ROUTE 24 DUMP SITE,ROUTE 24,YES, LANDFILL CLOSURE ,2004-07-31,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
HARPSWELL,REM00156,HARPSWELL MUNICIPAL LANDFILL,MOUNTAIN ROAD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
HARPSWELL,REM00157,HARPSWELL MUNICIPAL DUMP,ROUTE 123,YES, LANDFILL CLOSURE ,1978-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
HARRISON,REM00158,HARRISON MUNICIPAL LANDFILL,UPTON ROAD,YES, LANDFILL CLOSURE ,1991-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
HARRISON,REM00159,HARRISON DEMO DEBRIS LANDFILL,UPTON RD,YES, LANDFILL CLOSURE ,1997-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
SUMNER,REM00160,HARTFORD/SUMNER MUNICIPAL LANDFILL,BUTTERFIELD RD/RT 140,YES, LANDFILL CLOSURE ,1999-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
HARTLAND,REM00161,HARTLAND MUNICIPAL LANDFILL,RTE 43 & 151,NO, LANDFILL CLOSURE ,1999-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HARTLAND,REM00162,HARTLAND SLUDGE LANDFILL (PHASE I),RTE 43,NO, LANDFILL CLOSURE ,2022-09-28,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HARTLAND,REM00163,HARTLAND SLUDGE LANDFILL (PHASE II),RTE 43,NO, LANDFILL CLOSURE ,2019-01-01,TRANSFERRED TODIVISION OTHER,1,1
HAYNESVILLE,REM00164,HAYNESVILLE MUNICIPAL LANDFILL,NUMBER 9 ROAD,YES, LANDFILL CLOSURE ,2006-12-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HEBRON,REM00165,HEBRON MUNICIPAL LANDFILL,GOODRICH RD,NO, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
HERMON,REM00166,HERMON MUNICIPAL LANDFILL,NEW BOSTON ROAD,YES, LANDFILL CLOSURE ,1998-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HIGHLAND PLT,REM00167,HIGHLAND PLT. MUNICIPAL LANDFILL,LONG FALLS DAM RD,NO, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HOLLIS,REM00168,HOLLIS MUNICIPAL LANDFILL (NEW),DECKER ROAD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
HOULTON,REM00169,HOULTON MUNICIPAL LANDFILL,STEELSTONE STREET,YES, LANDFILL CLOSURE ,1997-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HOWLAND,REM00170,HOWLAND MUNICIPAL LANDFILL,ROUTE 6/155,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
HUDSON,REM00171,HUDSON MUNICIPAL LANDFILL,HUDSON HILL RD/TAMBUR,YES, LANDFILL CLOSURE ,1999-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
INDIAN TWP RES,REM00172,INDIAN TOWNSHIP MUNICIPAL LANDFILL,GRAND LAKE STREAM RD,NO, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
ISLAND FALLS,REM00173,ISLAND FALLS MUNICIPAL LANDFILL,SEWALL STREET,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
ISLESBORO,REM00174,ISLESBORO MUNICIPAL LANDFILL,MAIN ROAD,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
JACKMAN,REM00175,JACKMAN MUNICIPAL LANDFILL,HASTINGS ROAD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
JAY,REM00176,JAY MUNICIPAL LANDFILL,ROUTE 4,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
JEFFERSON,REM00177,JEFFERSON MUNICIPAL LANDFILL,HINCKS ROAD,YES, LANDFILL CLOSURE ,2014-09-23,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
JONESBORO,REM00178,JONESBORO MUNICIPAL LANDFILL,STATION ROAD,YES, LANDFILL CLOSURE ,2004-07-31,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
JONESPORT,REM00179,JONESPORT MUNICIPAL LANDFILL,ROUTE 187,YES, LANDFILL CLOSURE ,1997-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
KENDUSKEAG,REM00180,KENDUSKEAG MUNICIPAL LANDFILL,TOWN HOUSE ROAD,YES, LANDFILL CLOSURE ,2013-10-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
WATERVILLE,REM00181,KENNEBEC SANITARY TREATMENT DISTRICT LA 401 WATER STREET,NA,YES, LANDFILL CLOSURE ,1983-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
KENNEBUNK,REM00182,KENNEBUNK MUNICIPAL LANDFILL (PHASE I),SEA ST,NO, LANDFILL CLOSURE ,1987-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
KENNEBUNK,REM00183,KENNEBUNK MUNICIPAL LANDFILL (PHASE II),SEA ST,NO, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
KENNEBUNKPORT,REM00184,KENNEBUNKPORT MUNICIPAL LANDFILL,BEACHWOOD ROAD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
KINGFIELD,REM00185,KINGFIELD MUNICIPAL LANDFILL,ROUTE 16,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
KITTERY,REM00186,KITTERY MUNICIPAL LANDFILL,PICOTT ROAD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LAGRANGE,REM00187,LAGRANGE MUNICIPAL LANDFILL,ROUTE 16,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LAKE VIEW PLT,REM00188,LAKE VIEW PLANTATION MUNICIPAL LANDFILL,LAKEVIEW ROAD,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LAMBERT LAKE TWP,REM00189,LAMBERT LAKE MUNICIPAL LANDFILL,RTE 6,NO, LANDFILL CLOSURE ,1987-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LAMOINE,REM00190,LAMOINE MUNICIPAL LANDFILL,ROUTE 184,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LEWISTON,REM00191,LAWPCA SLUDGE LANDFILL,RIVER RD,NO, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LEBANON,REM00192,LEBANON MUNICIPAL LANDFILL,UPPER GUINEA ROAD,YES, LANDFILL CLOSURE ,2014-05-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LEE,REM00193,LEE MUNICIPAL LANDFILL,DAM ROAD,YES, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LEEDS,REM00194,LEEDS MUNICIPAL LANDFILL,RIDGE ROAD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LEWISTON,REM00195,LEWISTON MUNICIPAL LANDFILL,424 RIVER ROAD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LIBERTY,REM00196,LIBERTY MUNICIPAL LANDFILL,UPPER HOSTILE VALLEY R,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LILY BAY TWP,REM00197,LILY BAY MUNICIPAL LANDFILL,LILY BAY RD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LIMERICK,REM00198,LIMERICK MUNICIPAL LANDFILL,PICKEREL POND RD,YES, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LIMINGTON,REM00199,LIMINGTON MUNICIPAL LANDFILL,PINE HILL ROAD,YES, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LINCOLN,REM00200,LINCOLN MUNICIPAL LANDFILL,FOLSOM POND ROAD,YES, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LINCOLN PLT,REM00201,LINCOLN PLANTATION MUNICIPAL LANDFILL,RTE 16,YES, LANDFILL CLOSURE ,1992-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LISBON,REM00202,LISBON MUNICIPAL LANDFILL (NEW),PINEWOODS ROAD,YES, LANDFILL CLOSURE ,1999-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LISBON,REM00203,LISBON MUNICIPAL LANDFILL (OLD),EDGECOMB ROAD,YES, LANDFILL CLOSURE ,1977-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LITCHFIELD,REM00204,LITCHFIELD MUNICIPAL LANDFILL,HALLOWELL ROAD,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LITTLETON,REM00205,LITTLETON MUNICIPAL LANDFILL,WEST RIDGE ROAD,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
LIVERMORE,REM00206,LIVERMORE MUNICIPAL LANDFILL,RTE 4,YES, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LIVERMORE FALLS,REM00207,LIVERMORE FALLS MUNICIPAL LANDFILL,OFF RTE 133/DIAMOND RD.,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LUBEC,REM00208,LUBEC MUNICIPAL LANDFILL,SOUTH LUBEC RD,NO, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MACHIAS,REM00209,MACHIAS MUNICIPAL LANDFILL,ROUTE 192/OUTER BROAD,YES, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MACHIASPORT,REM00210,MACHIASPORT MUNICIPAL LANDFILL,MACHIAS RD,NO, LANDFILL CLOSURE ,1998-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MACWAHOC PLT,REM00211,MACWAHOC PLANTATION MUNICIPAL LANDFILL ROUTE 170,NA,YES, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MARIAVILLE,REM00212,MARIAVILLE MUNICIPAL LANDFILL,ROUTE 181/MARIAVILLE RO,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MARS HILL,REM00213,MARS HILL MUNICIPAL LANDFILL,MILL STREET,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MASARDIS,REM00214,MASARDIS MUNICIPAL LANDFILL,BLACKWATER ROAD,YES, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MATTAWAMKEAG,REM00215,MATTAWAMKEAG MUNICIPAL LANDFILL,DEPOT ROAD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
MECHANIC FALLS,REM00216,MECHANIC FALLS MUNICIPAL LANDFILL,WALKER ROAD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
MEDDYBEMPS,REM00217,MEDDYBEMPS MUNICIPAL LANDFILL,RTE 191,NO, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MEDWAY,REM00218,MEDWAY MUNICIPAL LANDFILL,RTE 11,YES, LANDFILL CLOSURE ,1980-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MERCER,REM00219,MERCER MUNICIPAL LANDFILL,SANDY RIVER ROAD,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MEXICO,REM00220,MEXICO MUNICIPAL LANDFILL,POPLAR HILL ROAD,YES, LANDFILL CLOSURE ,1981-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MILBRIDGE,REM00221,MILBRIDGE MUNICIPAL LANDFILL,RTE 1A,NO, LANDFILL CLOSURE ,1986-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MILFORD,REM00222,MILFORD MUNICIPAL LANDFILL,COUNTY RD,NO, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
T3 INDIAN PURCHASE TWP,REM00223,MILLINOCKET MUNICIPAL LANDFILL,LAKE RD,YES, LANDFILL CLOSURE ,1978-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MILO,REM00224,MILO MUNICIPAL LANDFILL,DUSTY LANE,NO, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MONMOUTH,REM00225,MONMOUTH MUNICIPAL LANDFILL,RTE 135/REEVEY RD.,NO, LANDFILL CLOSURE ,1982-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
MONROE,REM00226,MONROE MUNICIPAL LANDFILL,MONROE ROAD/PINES RD,YES, LANDFILL CLOSURE ,1986-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MONSON,REM00227,MONSON MUNICIPAL LANDFILL,CHAPIN STREET,YES, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MONTICELLO,REM00228,MONTICELLO MUNICIPAL LANDFILL -NEW,DUMP RD,NO, LANDFILL CLOSURE ,1996-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MONTICELLO,REM00229,MONTICELLO MUNICIPAL LANDFILL -OLD,DUMP RD,NO, LANDFILL CLOSURE ,1997-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MONTVILLE,REM00230,MONTVILLE MUNICIPAL LANDFILL,TWITCHELL HILL RD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MOUNT CHASE,REM00231,MOUNT CHASE MUNICIPAL LANDFILL,RTE 159,NO, LANDFILL CLOSURE ,1995-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
MOUNT VERNON,REM00232,MT. VERNON MUNICIPAL LANDFILL,MOOAR HILL RD,NO, LANDFILL CLOSURE ,2003-07-31,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
MOUNT VERNON,REM00233,MT. VERNON STUMP DUMP,MOOAR HILL RD.,NO, LANDFILL CLOSURE ,2003-07-31,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
NAPLES,REM00234,NAPLES MUNICIPAL LANDFILL,PERLEY ROAD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
FRENCHVILLE,REM00235,NARIF ASH LANDFILL,AIRPORT RD,YES, LANDFILL CLOSURE ,2013-10-29,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
NEW GLOUCESTER,REM00236,NEW GLOUCESTER MUNICIPAL LANDFILL,BALD HEAD ROAD,YES, LANDFILL CLOSURE ,1980-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
NEW GLOUCESTER,REM00237,NEW GLOUCESTER STUMP DUMP,BALD HILL RD,YES, LANDFILL CLOSURE ,1993-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
NEW PORTLAND,REM00238,NEW PORTLAND STUMP DUMP,MIDDLE RD,NO, LANDFILL CLOSURE ,1975-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
NEW SHARON,REM00239,NEW SHARON MUNICIPAL LANDFILL,ROUTE 134/STARKS ROAD,YES, LANDFILL CLOSURE ,1986-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
NEW SWEDEN,REM00240,NEW SWEDEN MUNICIPAL LANDFILL,BONDESON ROAD,YES, LANDFILL CLOSURE ,1994-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
NEW VINEYARD,REM00241,NEW VINEYARD MUNICIPAL LANDFILL,ROUTE 127,YES, LANDFILL CLOSURE ,1997-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
NEWBURGH,REM00242,NEWBURGH MUNICPAL LANDFILL,RIVER ROAD,YES, LANDFILL CLOSURE ,1977-07-31,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
